State,Crop,Season,Year,Area,Production
Punjab,Cotton,Rabi,2018,682.79,2587.2
Punjab,Wheat,Rabi,2023,765.9,3502.08
Karnataka,Cotton,Kharif,2019,209.8,806.23
Karnataka,Maize,Rabi,2021,133.07,658.66
Maharashtra,Maize,Rabi,2020,158.88,603.94
Tamil Nadu,Rice,Kharif,2023,317.39,708.52
Karnataka,Cotton,Kharif,2022,863.87,2553.95
Maharashtra,Rice,Kharif,2022,889.36,3277.03
Maharashtra,Maize,Rabi,2022,576.96,1975.66
Maharashtra,Wheat,Rabi,2020,426.03,1430.41
Tamil Nadu,Wheat,Kharif,2021,162.78,554.42
Tamil Nadu,Rice,Kharif,2023,37.45,153.54
Maharashtra,Cotton,Rabi,2021,615.66,2969.99
Maharashtra,Rice,Rabi,2021,621.06,2415.67
Karnataka,Cotton,Kharif,2020,550.15,2562.62
Tamil Nadu,Wheat,Rabi,2018,705.26,2389.27
Tamil Nadu,Cotton,Rabi,2018,609.58,2487.02
Tamil Nadu,Wheat,Kharif,2020,63.2,307.09
Tamil Nadu,Rice,Kharif,2019,488.86,1590.01
Tamil Nadu,Rice,Rabi,2020,264.82,896.11
Tamil Nadu,Maize,Rabi,2020,400.63,1288.03
Punjab,Cotton,Kharif,2020,213.55,696.62
Tamil Nadu,Wheat,Kharif,2020,55.9,148.4
Maharashtra,Cotton,Rabi,2023,693.94,2513.05
Karnataka,Rice,Rabi,2018,175.1,433.04
Karnataka,Wheat,Rabi,2019,982.77,2734.32
Karnataka,Maize,Rabi,2023,677.38,1744.78
Tamil Nadu,Maize,Kharif,2022,30.61,144.56
Punjab,Rice,Kharif,2022,382.73,1788.55
Punjab,Cotton,Kharif,2018,858.28,3646.37
Punjab,Cotton,Rabi,2019,249.91,923.07
Tamil Nadu,Maize,Rabi,2022,395.09,1427.47
Punjab,Maize,Kharif,2021,438.67,1399.66
Punjab,Wheat,Kharif,2021,43.35,113.71
Karnataka,Wheat,Kharif,2021,459.82,1641.89
Punjab,Cotton,Kharif,2023,56.35,229.82
Maharashtra,Cotton,Kharif,2018,506.63,1306.84
Punjab,Cotton,Kharif,2023,620.75,1311.8
Tamil Nadu,Cotton,Kharif,2021,776.96,3159.08
Maharashtra,Wheat,Rabi,2022,578.05,1877.32
Karnataka,Wheat,Rabi,2020,611.73,1695.69
Punjab,Wheat,Rabi,2019,655.06,2935.33
Karnataka,Wheat,Kharif,2023,540.42,2254.32
Tamil Nadu,Cotton,Rabi,2022,838.92,2323.35
Punjab,Maize,Rabi,2022,540.74,2352.33
Tamil Nadu,Wheat,Kharif,2019,287.21,867.95
Maharashtra,Rice,Kharif,2018,150.34,708.21
Maharashtra,Cotton,Rabi,2020,649.92,2319.02
Tamil Nadu,Maize,Rabi,2020,954.19,4593.05
Maharashtra,Maize,Rabi,2020,42.13,137.99
Punjab,Rice,Rabi,2022,343.26,703.93
Tamil Nadu,Cotton,Kharif,2022,792.73,3442.49
Tamil Nadu,Wheat,Rabi,2021,262.56,1286.46
Tamil Nadu,Cotton,Rabi,2022,473.11,1323.14
Maharashtra,Cotton,Kharif,2022,435.9,1408.24
Karnataka,Maize,Rabi,2020,948.59,4639.99
Punjab,Rice,Rabi,2023,184.66,565.62
Tamil Nadu,Wheat,Rabi,2022,897.97,1962.92
Karnataka,Cotton,Kharif,2021,986.58,4102.86
Maharashtra,Rice,Rabi,2020,89.6,205.46
Karnataka,Cotton,Kharif,2023,791.92,2429.75
Karnataka,Cotton,Kharif,2023,719.61,1700.58
Karnataka,Cotton,Kharif,2020,492.33,1007.73
Tamil Nadu,Maize,Rabi,2018,426.66,904.34
Tamil Nadu,Rice,Kharif,2023,183.31,839.62
Maharashtra,Wheat,Kharif,2021,547.4,1378.53
Punjab,Maize,Kharif,2022,332.67,1065.2
Punjab,Maize,Rabi,2023,669.39,2127.09
Tamil Nadu,Maize,Kharif,2023,212.75,895.06
Karnataka,Rice,Rabi,2018,18.0,52.11
Tamil Nadu,Cotton,Kharif,2023,427.14,1813.04
Tamil Nadu,Wheat,Kharif,2023,107.95,304.91
Punjab,Cotton,Rabi,2021,413.14,1748.42
Tamil Nadu,Cotton,Kharif,2021,829.22,2849.96
Tamil Nadu,Maize,Rabi,2022,497.35,1023.93
Tamil Nadu,Rice,Kharif,2020,359.54,1374.98
Karnataka,Cotton,Rabi,2020,659.45,1369.25
Tamil Nadu,Wheat,Rabi,2019,987.88,2519.91
Maharashtra,Maize,Kharif,2018,612.74,2762.2
Karnataka,Cotton,Rabi,2018,160.57,777.15
Maharashtra,Cotton,Kharif,2019,778.66,3661.81
Punjab,Rice,Rabi,2021,16.3,34.32
Maharashtra,Maize,Rabi,2022,962.26,2063.27
Tamil Nadu,Wheat,Rabi,2020,201.8,623.91
Tamil Nadu,Rice,Kharif,2023,410.58,1239.72
Karnataka,Rice,Rabi,2018,687.41,2839.61
Maharashtra,Cotton,Rabi,2020,369.46,745.43
Punjab,Maize,Rabi,2022,280.28,642.18
Karnataka,Maize,Rabi,2023,680.17,2677.97
Karnataka,Cotton,Rabi,2019,229.5,596.09
Tamil Nadu,Wheat,Kharif,2022,584.69,1206.48
Tamil Nadu,Maize,Rabi,2020,428.39,1032.28
Maharashtra,Cotton,Kharif,2019,953.4,4244.24
Punjab,Rice,Kharif,2021,125.58,600.7
Maharashtra,Wheat,Rabi,2023,142.51,502.19
Karnataka,Maize,Rabi,2019,518.75,1658.9
Punjab,Rice,Rabi,2022,444.11,1657.55
Karnataka,Maize,Rabi,2020,589.29,2615.27
Punjab,Cotton,Kharif,2023,106.43,243.34
Tamil Nadu,Cotton,Kharif,2018,538.56,1237.89
Karnataka,Cotton,Rabi,2019,49.49,198.1
Punjab,Wheat,Rabi,2019,115.34,403.5
Tamil Nadu,Maize,Kharif,2022,140.73,524.61
Punjab,Wheat,Kharif,2021,55.15,124.1
Maharashtra,Maize,Kharif,2020,641.51,2529.34
Maharashtra,Cotton,Rabi,2018,338.44,1115.99
Punjab,Cotton,Kharif,2021,827.05,4105.31
Maharashtra,Rice,Kharif,2018,477.99,1598.54
Tamil Nadu,Rice,Rabi,2022,161.23,519.74
Karnataka,Maize,Rabi,2018,528.2,2580.8
Maharashtra,Maize,Kharif,2022,478.62,1168.86
Tamil Nadu,Rice,Rabi,2022,954.79,3878.85
Maharashtra,Cotton,Kharif,2021,581.95,1354.68
Karnataka,Cotton,Kharif,2022,26.22,85.24
Punjab,Wheat,Rabi,2019,688.62,2554.26
Karnataka,Rice,Rabi,2022,797.45,3317.98
Maharashtra,Rice,Kharif,2020,205.33,766.66
Karnataka,Cotton,Rabi,2023,892.5,3419.86
Punjab,Wheat,Rabi,2020,477.91,2004.38
Tamil Nadu,Maize,Kharif,2021,225.19,911.31
Punjab,Rice,Kharif,2022,594.4,2777.52
Tamil Nadu,Rice,Kharif,2018,58.67,221.57
Tamil Nadu,Maize,Rabi,2020,701.95,2250.68
Karnataka,Wheat,Kharif,2019,614.3,2531.84
Punjab,Wheat,Rabi,2019,312.36,1325.79
Punjab,Rice,Kharif,2022,42.58,189.76
Punjab,Maize,Kharif,2022,944.07,3598.69
Punjab,Maize,Kharif,2018,96.89,443.89
Karnataka,Maize,Kharif,2021,223.77,915.55
Tamil Nadu,Maize,Kharif,2023,93.32,277.08
Punjab,Wheat,Kharif,2023,187.36,478.27
Tamil Nadu,Wheat,Rabi,2019,418.87,1284.31
Punjab,Cotton,Kharif,2018,148.89,506.77
Karnataka,Cotton,Kharif,2019,533.2,1274.02
Tamil Nadu,Wheat,Rabi,2018,131.76,523.86
Maharashtra,Rice,Rabi,2018,683.38,1761.11
Punjab,Rice,Kharif,2019,167.06,357.13
Maharashtra,Cotton,Rabi,2021,557.86,1600.91
Maharashtra,Cotton,Kharif,2018,290.41,1244.21
Maharashtra,Maize,Rabi,2020,190.68,608.47
Maharashtra,Cotton,Rabi,2018,166.5,518.63
Punjab,Wheat,Rabi,2018,324.98,1061.87
Karnataka,Maize,Rabi,2019,202.97,983.05
Punjab,Rice,Kharif,2020,68.03,318.85
Punjab,Maize,Rabi,2019,110.11,413.24
Karnataka,Wheat,Rabi,2019,563.48,1928.39
Karnataka,Maize,Rabi,2023,256.83,1015.12
Maharashtra,Maize,Kharif,2019,337.47,743.28
Punjab,Rice,Rabi,2023,81.11,171.16
Tamil Nadu,Maize,Kharif,2018,318.41,1473.38
Karnataka,Maize,Rabi,2021,597.2,2499.92
Punjab,Wheat,Rabi,2022,554.03,1464.98
Punjab,Rice,Kharif,2019,858.92,1803.34
Punjab,Wheat,Rabi,2020,281.56,1140.43
Karnataka,Cotton,Kharif,2023,454.04,1868.73
Karnataka,Maize,Rabi,2022,278.45,1055.55
Punjab,Maize,Rabi,2020,320.94,949.54
Maharashtra,Rice,Kharif,2023,961.02,2336.32
Tamil Nadu,Wheat,Kharif,2021,137.76,616.79
Tamil Nadu,Cotton,Rabi,2020,920.81,1897.49
Tamil Nadu,Rice,Kharif,2018,920.51,2986.95
Tamil Nadu,Rice,Rabi,2018,442.28,1702.31
Tamil Nadu,Wheat,Rabi,2018,557.17,2309.0
Tamil Nadu,Wheat,Rabi,2020,194.48,428.99
Karnataka,Cotton,Rabi,2020,221.65,1036.13
Tamil Nadu,Wheat,Rabi,2022,651.58,1537.63
Tamil Nadu,Cotton,Rabi,2018,633.01,2883.95
Tamil Nadu,Rice,Kharif,2021,137.57,505.55
Karnataka,Maize,Kharif,2023,966.84,3607.0
Maharashtra,Wheat,Rabi,2018,560.41,1886.14
Maharashtra,Maize,Rabi,2021,413.6,903.67
Tamil Nadu,Cotton,Rabi,2020,252.07,910.23
Maharashtra,Cotton,Kharif,2022,586.41,2090.71
Punjab,Maize,Rabi,2019,114.86,395.89
Punjab,Wheat,Kharif,2021,78.4,166.58
Karnataka,Cotton,Kharif,2018,501.3,2300.81
Punjab,Wheat,Rabi,2023,605.6,2780.12
Tamil Nadu,Cotton,Kharif,2020,921.79,2772.84
Karnataka,Wheat,Kharif,2023,704.08,2437.18
Karnataka,Wheat,Rabi,2020,762.89,2493.57
Maharashtra,Rice,Kharif,2019,341.26,1234.77
Tamil Nadu,Cotton,Kharif,2021,811.0,1792.32
Tamil Nadu,Rice,Kharif,2023,626.57,1439.25
Tamil Nadu,Wheat,Kharif,2021,370.29,1827.38
Tamil Nadu,Cotton,Rabi,2023,236.62,596.4
Maharashtra,Wheat,Rabi,2022,954.05,3767.67
Maharashtra,Wheat,Rabi,2020,610.83,1903.85
Punjab,Rice,Rabi,2021,721.48,2065.28
Tamil Nadu,Cotton,Kharif,2020,725.77,2713.34
Karnataka,Wheat,Kharif,2022,805.07,2380.27
Punjab,Cotton,Rabi,2023,702.6,2405.83
Tamil Nadu,Cotton,Kharif,2023,185.39,848.76
Tamil Nadu,Cotton,Rabi,2021,953.46,2324.69
Punjab,Maize,Kharif,2023,923.4,4180.06
Tamil Nadu,Maize,Kharif,2022,891.48,3456.1
Tamil Nadu,Maize,Kharif,2021,193.56,408.04
Karnataka,Rice,Rabi,2019,980.86,2043.24
Tamil Nadu,Wheat,Rabi,2020,527.43,1420.87
Maharashtra,Cotton,Kharif,2021,144.02,704.48
Tamil Nadu,Wheat,Rabi,2021,138.96,429.23
Karnataka,Wheat,Kharif,2018,573.84,2492.23
Maharashtra,Cotton,Kharif,2023,336.35,1286.15
Maharashtra,Cotton,Rabi,2018,484.5,1695.21
Maharashtra,Maize,Kharif,2022,797.09,2898.01
Punjab,Wheat,Rabi,2023,77.85,179.84
Karnataka,Wheat,Rabi,2019,909.57,3796.48
Punjab,Wheat,Kharif,2023,18.89,74.46
Karnataka,Rice,Rabi,2019,815.23,2823.6
Tamil Nadu,Rice,Rabi,2022,824.53,2866.41
Tamil Nadu,Wheat,Rabi,2020,835.01,3492.32
Punjab,Wheat,Kharif,2022,114.86,394.21
Punjab,Rice,Kharif,2021,561.99,1788.8
Punjab,Maize,Rabi,2023,456.83,1258.41
Karnataka,Maize,Kharif,2018,456.07,1623.89
Tamil Nadu,Wheat,Rabi,2021,875.53,2353.09
Tamil Nadu,Wheat,Kharif,2023,816.19,2235.38
Maharashtra,Rice,Rabi,2022,559.75,2054.63
Maharashtra,Wheat,Rabi,2020,59.03,158.85
Tamil Nadu,Maize,Kharif,2018,155.55,323.55
Punjab,Cotton,Rabi,2023,700.33,2147.47
Tamil Nadu,Cotton,Rabi,2023,983.14,2219.55
Tamil Nadu,Cotton,Kharif,2018,472.13,1020.44
Maharashtra,Cotton,Kharif,2020,522.39,1712.34
Karnataka,Rice,Rabi,2018,218.14,715.93
Karnataka,Rice,Kharif,2020,36.66,170.0
Tamil Nadu,Cotton,Rabi,2022,674.3,1994.11
Maharashtra,Rice,Kharif,2022,371.45,1304.65
Maharashtra,Wheat,Rabi,2022,154.66,552.19
Tamil Nadu,Wheat,Rabi,2021,801.61,2690.07
Punjab,Maize,Kharif,2022,25.22,85.75
Maharashtra,Wheat,Rabi,2021,616.59,1282.8
Maharashtra,Maize,Kharif,2021,952.75,4579.7
Karnataka,Wheat,Rabi,2021,299.39,1093.78
Maharashtra,Maize,Kharif,2021,298.69,1107.15
Maharashtra,Wheat,Rabi,2018,43.9,177.51
Punjab,Cotton,Kharif,2021,973.39,1974.22
Maharashtra,Maize,Kharif,2021,122.33,556.47
Maharashtra,Rice,Kharif,2022,98.52,404.16
Punjab,Wheat,Kharif,2022,679.7,2490.74
Punjab,Rice,Kharif,2019,733.57,2940.55
Tamil Nadu,Maize,Kharif,2019,636.01,2934.49
Maharashtra,Maize,Kharif,2021,446.46,1594.87
Maharashtra,Maize,Rabi,2018,661.04,2900.93
Maharashtra,Wheat,Kharif,2022,568.05,2001.18
Tamil Nadu,Wheat,Kharif,2022,314.39,1393.62
Karnataka,Cotton,Rabi,2018,45.14,121.62
Karnataka,Rice,Rabi,2018,139.68,486.68
Punjab,Maize,Kharif,2022,195.79,456.83
Karnataka,Cotton,Kharif,2018,860.32,3185.57
Karnataka,Rice,Rabi,2022,374.31,1080.93
Karnataka,Wheat,Kharif,2023,584.06,2563.06
Maharashtra,Rice,Rabi,2022,984.7,2867.57
Karnataka,Wheat,Kharif,2020,674.01,1807.92
Tamil Nadu,Maize,Rabi,2020,512.12,2318.5
Maharashtra,Wheat,Rabi,2018,438.43,1046.61
Tamil Nadu,Cotton,Kharif,2021,425.77,1913.36
Tamil Nadu,Rice,Rabi,2022,408.1,1236.64
Maharashtra,Maize,Rabi,2021,983.62,2871.2
Karnataka,Wheat,Kharif,2020,553.64,2285.99
Karnataka,Rice,Kharif,2022,966.59,3022.92
Maharashtra,Maize,Rabi,2022,832.96,4117.21
Punjab,Maize,Rabi,2022,371.59,1071.51
Maharashtra,Wheat,Rabi,2020,358.44,1344.72
Tamil Nadu,Wheat,Rabi,2022,32.39,148.62
Punjab,Rice,Kharif,2019,176.79,759.58
Tamil Nadu,Maize,Kharif,2019,608.26,1631.62
Tamil Nadu,Cotton,Rabi,2023,93.6,309.9
Karnataka,Cotton,Rabi,2018,716.07,1444.9
Tamil Nadu,Wheat,Rabi,2022,406.62,1669.53
Maharashtra,Wheat,Kharif,2019,727.08,3485.1
Tamil Nadu,Cotton,Kharif,2021,238.63,1139.57
Maharashtra,Wheat,Rabi,2020,924.12,2819.43
Punjab,Rice,Rabi,2019,433.32,1918.97
Tamil Nadu,Maize,Kharif,2018,347.53,811.45
Tamil Nadu,Wheat,Rabi,2018,386.06,1909.94
Punjab,Rice,Rabi,2018,800.73,2766.72
Tamil Nadu,Wheat,Rabi,2018,350.85,777.45
Karnataka,Wheat,Kharif,2023,828.64,2769.17
Karnataka,Rice,Kharif,2022,351.79,1012.94
Tamil Nadu,Rice,Kharif,2022,410.33,1957.97
Punjab,Rice,Kharif,2021,733.34,2442.43
Tamil Nadu,Rice,Kharif,2021,182.01,516.19
Punjab,Cotton,Rabi,2021,865.3,4049.16
Maharashtra,Maize,Rabi,2019,45.93,209.72
Tamil Nadu,Cotton,Kharif,2018,913.73,4567.03
Maharashtra,Wheat,Kharif,2023,218.31,1045.3
Maharashtra,Wheat,Kharif,2019,414.51,1830.34
Tamil Nadu,Maize,Kharif,2021,867.97,3875.36
Punjab,Rice,Kharif,2021,717.38,2191.0
Punjab,Maize,Rabi,2019,148.17,448.15
Tamil Nadu,Rice,Rabi,2021,362.91,824.15
Maharashtra,Wheat,Kharif,2022,732.78,3288.31
Punjab,Maize,Kharif,2021,267.68,1043.81
Punjab,Wheat,Kharif,2022,198.99,944.46
Tamil Nadu,Rice,Kharif,2023,110.83,312.72
Punjab,Rice,Kharif,2020,667.71,1538.94
Tamil Nadu,Maize,Rabi,2018,921.54,3891.0
Tamil Nadu,Cotton,Rabi,2021,850.2,2573.98
Punjab,Wheat,Rabi,2019,816.48,1899.64
Tamil Nadu,Wheat,Rabi,2023,112.32,303.98
Punjab,Wheat,Kharif,2022,568.38,2344.49
Tamil Nadu,Cotton,Rabi,2023,511.61,2087.61
Punjab,Rice,Rabi,2019,409.69,1404.32
Karnataka,Wheat,Rabi,2018,266.94,1215.96
Tamil Nadu,Maize,Kharif,2020,937.33,4562.84
Maharashtra,Cotton,Rabi,2023,983.25,4437.18
Maharashtra,Wheat,Rabi,2021,870.86,4045.43
Karnataka,Rice,Kharif,2021,370.94,1220.7
Tamil Nadu,Rice,Kharif,2021,819.05,2054.65
Tamil Nadu,Wheat,Kharif,2019,961.01,2251.16
Tamil Nadu,Maize,Kharif,2019,703.97,1669.01
Punjab,Cotton,Rabi,2019,963.35,2443.49
Maharashtra,Maize,Rabi,2023,882.82,4198.57
Punjab,Wheat,Kharif,2021,957.44,4301.64
Tamil Nadu,Maize,Kharif,2023,622.68,2516.56
Maharashtra,Maize,Kharif,2022,633.64,2213.36
Karnataka,Cotton,Rabi,2019,684.01,1653.34
Maharashtra,Maize,Kharif,2020,592.59,1608.68
Tamil Nadu,Maize,Kharif,2021,201.16,714.01
Karnataka,Maize,Kharif,2021,916.49,2828.79
Tamil Nadu,Cotton,Rabi,2021,224.19,609.52
Maharashtra,Cotton,Rabi,2019,265.26,1017.16
Maharashtra,Rice,Kharif,2021,72.67,207.72
Karnataka,Rice,Kharif,2018,63.7,244.37
Punjab,Rice,Rabi,2019,192.77,560.82
Maharashtra,Rice,Rabi,2018,701.98,3242.43
Punjab,Cotton,Rabi,2018,776.98,3433.7
Karnataka,Cotton,Rabi,2021,211.89,778.8
Karnataka,Wheat,Kharif,2021,309.99,1181.43
Punjab,Rice,Rabi,2020,738.73,3257.16
Karnataka,Wheat,Kharif,2023,95.31,195.78
Maharashtra,Maize,Kharif,2022,187.93,482.32
Maharashtra,Wheat,Kharif,2023,141.66,547.74
Maharashtra,Cotton,Rabi,2018,67.61,225.13
Punjab,Wheat,Kharif,2023,723.74,3226.93
Tamil Nadu,Wheat,Kharif,2019,487.13,1680.63
Karnataka,Cotton,Kharif,2020,513.41,2110.78
Karnataka,Cotton,Kharif,2019,389.83,1812.46
Punjab,Rice,Kharif,2022,704.98,2849.61
Punjab,Rice,Kharif,2020,562.49,1768.94
Maharashtra,Maize,Kharif,2018,755.75,1714.38
Maharashtra,Rice,Rabi,2019,716.24,2978.11
Tamil Nadu,Rice,Kharif,2023,533.84,2188.75
Tamil Nadu,Cotton,Rabi,2020,810.59,3167.09
Maharashtra,Wheat,Rabi,2020,340.32,1056.28
Punjab,Wheat,Rabi,2018,33.34,103.61
Tamil Nadu,Maize,Kharif,2022,550.41,1253.81
Punjab,Cotton,Kharif,2020,734.22,2626.64
Karnataka,Maize,Kharif,2022,932.72,3458.76
Tamil Nadu,Rice,Kharif,2020,876.07,2669.81
Tamil Nadu,Wheat,Kharif,2019,714.4,1760.61
Tamil Nadu,Cotton,Kharif,2022,241.69,1206.77
Punjab,Cotton,Kharif,2023,54.64,200.55
Punjab,Wheat,Rabi,2020,323.22,1559.41
Karnataka,Maize,Kharif,2018,96.76,312.76
Tamil Nadu,Maize,Rabi,2018,815.41,3999.71
Karnataka,Cotton,Rabi,2018,516.16,1322.79
Karnataka,Rice,Kharif,2021,913.98,2518.34
Maharashtra,Wheat,Kharif,2023,342.98,923.16
Karnataka,Maize,Rabi,2020,696.93,2197.22
Karnataka,Maize,Kharif,2023,826.01,2659.9
Tamil Nadu,Wheat,Kharif,2019,425.99,1735.89
Tamil Nadu,Maize,Rabi,2020,593.64,1246.33
Tamil Nadu,Wheat,Rabi,2018,562.21,1191.42
Punjab,Rice,Rabi,2023,481.24,1693.72
Tamil Nadu,Maize,Rabi,2019,588.38,2727.21
Karnataka,Maize,Kharif,2020,136.02,456.4
Punjab,Rice,Rabi,2021,878.15,4227.4
Tamil Nadu,Wheat,Rabi,2018,603.12,1651.12
Maharashtra,Rice,Kharif,2021,327.66,1592.93
Maharashtra,Wheat,Rabi,2022,848.44,3943.38
Maharashtra,Cotton,Rabi,2023,280.47,608.82
Tamil Nadu,Cotton,Kharif,2019,566.72,1974.2
Karnataka,Cotton,Kharif,2020,565.07,2641.41
Punjab,Rice,Rabi,2023,629.87,1450.27
Karnataka,Cotton,Kharif,2021,720.59,2465.53
Punjab,Rice,Kharif,2019,491.53,1284.08
Punjab,Cotton,Rabi,2018,723.33,3252.69
Karnataka,Rice,Rabi,2022,572.35,1783.79
Maharashtra,Rice,Rabi,2019,107.16,425.14
Maharashtra,Maize,Kharif,2019,596.27,2801.2
Maharashtra,Cotton,Kharif,2019,455.25,1402.81
Tamil Nadu,Wheat,Kharif,2019,948.4,4625.06
Karnataka,Rice,Kharif,2021,645.78,1965.31
Punjab,Rice,Rabi,2018,724.21,1767.25
Tamil Nadu,Rice,Kharif,2021,794.45,3417.06
Punjab,Rice,Rabi,2022,22.22,105.01
Punjab,Cotton,Kharif,2023,160.46,334.09
Punjab,Cotton,Rabi,2020,241.8,798.63
Karnataka,Cotton,Kharif,2022,722.37,2713.23
Karnataka,Maize,Rabi,2018,875.53,2606.27
Punjab,Rice,Kharif,2022,728.83,2208.13
Maharashtra,Cotton,Kharif,2021,45.16,126.52
Punjab,Maize,Rabi,2023,500.71,1420.46
Karnataka,Maize,Rabi,2022,808.43,3604.69
Tamil Nadu,Cotton,Kharif,2020,611.88,1668.16
Karnataka,Wheat,Rabi,2022,419.4,2075.37
Maharashtra,Maize,Kharif,2018,678.77,3345.64
Tamil Nadu,Cotton,Kharif,2022,878.27,2999.41
Tamil Nadu,Wheat,Kharif,2022,412.75,1271.36
Punjab,Maize,Kharif,2019,918.17,2666.73
Maharashtra,Maize,Rabi,2022,369.09,1530.89
Punjab,Cotton,Rabi,2019,627.24,2055.67
Punjab,Maize,Rabi,2019,902.14,2992.41
Tamil Nadu,Wheat,Rabi,2018,909.72,3538.45
Punjab,Wheat,Kharif,2023,740.99,2814.32
Maharashtra,Rice,Rabi,2022,688.71,1693.87
Tamil Nadu,Wheat,Kharif,2023,579.36,1535.43
Maharashtra,Maize,Kharif,2023,960.13,2003.54
Karnataka,Rice,Rabi,2019,406.76,817.96
Punjab,Cotton,Rabi,2022,398.56,1091.63
Punjab,Rice,Rabi,2022,849.43,2165.28
Maharashtra,Maize,Rabi,2022,990.35,4916.54
Punjab,Maize,Rabi,2020,254.07,857.49
Maharashtra,Wheat,Rabi,2023,580.18,2009.8
Karnataka,Wheat,Kharif,2020,725.31,1916.48
Tamil Nadu,Maize,Kharif,2018,948.25,4712.31
Karnataka,Cotton,Kharif,2020,353.94,1609.74
Karnataka,Rice,Kharif,2022,868.37,3403.48
Tamil Nadu,Cotton,Kharif,2018,382.14,1164.7
Karnataka,Wheat,Rabi,2018,757.0,1917.27
Punjab,Wheat,Rabi,2022,12.53,34.07
Tamil Nadu,Wheat,Rabi,2019,892.81,2009.98
Punjab,Maize,Kharif,2021,736.23,2370.06
Tamil Nadu,Rice,Rabi,2022,713.64,2041.67
Punjab,Maize,Kharif,2020,901.13,4122.77
Punjab,Wheat,Rabi,2023,766.5,2647.22
Karnataka,Rice,Kharif,2019,387.71,871.59
Maharashtra,Wheat,Rabi,2018,697.01,3433.19
Maharashtra,Cotton,Kharif,2019,268.4,566.88
Punjab,Cotton,Rabi,2023,766.53,1616.25
Tamil Nadu,Rice,Rabi,2019,872.95,3616.88
Punjab,Cotton,Rabi,2022,744.14,3494.78
Punjab,Rice,Kharif,2020,256.01,1112.04
Maharashtra,Wheat,Kharif,2018,733.18,3193.11
Tamil Nadu,Cotton,Kharif,2022,906.83,3197.79
Karnataka,Cotton,Kharif,2018,395.93,1641.24
Karnataka,Wheat,Rabi,2020,725.76,2090.44
Karnataka,Wheat,Kharif,2022,426.17,1970.76
Karnataka,Rice,Rabi,2023,543.02,2471.57
Punjab,Cotton,Kharif,2020,901.75,4297.51
Punjab,Wheat,Rabi,2018,37.6,152.55
Tamil Nadu,Maize,Rabi,2020,167.05,642.49
Punjab,Wheat,Rabi,2023,484.0,1808.52
Maharashtra,Cotton,Kharif,2023,385.34,822.15
Maharashtra,Wheat,Rabi,2021,204.91,653.68
Maharashtra,Maize,Kharif,2021,753.49,3327.78
Punjab,Cotton,Kharif,2021,120.53,337.46
Tamil Nadu,Rice,Rabi,2020,905.87,2777.03
Punjab,Maize,Kharif,2023,413.99,1673.1
Maharashtra,Cotton,Kharif,2022,72.4,240.6
Punjab,Wheat,Rabi,2018,235.24,683.65
Punjab,Cotton,Rabi,2022,837.47,3093.13
Punjab,Maize,Rabi,2023,631.4,2489.55
Tamil Nadu,Maize,Kharif,2020,437.93,2031.07
Karnataka,Maize,Kharif,2019,610.81,2648.46
Maharashtra,Maize,Kharif,2019,729.3,3431.24
Punjab,Cotton,Rabi,2020,631.38,1368.24
Punjab,Rice,Kharif,2020,239.81,985.95
Punjab,Maize,Kharif,2018,281.15,1003.01
Tamil Nadu,Rice,Kharif,2019,440.72,1841.0
Maharashtra,Wheat,Kharif,2022,225.63,960.62
Punjab,Rice,Rabi,2019,358.07,898.64
Maharashtra,Rice,Kharif,2020,323.47,1356.6
Maharashtra,Maize,Rabi,2021,162.32,569.72
Karnataka,Wheat,Kharif,2018,446.23,1505.9
Punjab,Maize,Rabi,2021,820.85,2420.67
Karnataka,Maize,Rabi,2023,612.21,2828.54
Maharashtra,Wheat,Rabi,2021,259.72,1161.6
Maharashtra,Rice,Rabi,2022,549.08,2312.18
Karnataka,Rice,Kharif,2019,284.22,1106.38
Tamil Nadu,Cotton,Rabi,2021,309.93,1350.15
Tamil Nadu,Wheat,Kharif,2021,860.74,4081.91
Tamil Nadu,Rice,Rabi,2022,34.9,164.73
Karnataka,Rice,Kharif,2020,964.02,1981.2
Tamil Nadu,Cotton,Rabi,2020,827.87,3310.16
Tamil Nadu,Wheat,Kharif,2018,883.77,3773.07
Punjab,Cotton,Kharif,2020,76.98,307.69
Karnataka,Wheat,Kharif,2021,952.71,3726.09
Punjab,Cotton,Kharif,2018,765.43,1716.11
Maharashtra,Maize,Rabi,2021,807.59,2964.01
Punjab,Maize,Kharif,2022,260.16,775.11
Maharashtra,Maize,Rabi,2020,613.54,1553.62
Punjab,Maize,Kharif,2019,365.24,1066.54
Karnataka,Cotton,Rabi,2023,210.48,532.91
Maharashtra,Wheat,Rabi,2020,260.88,1082.52
Karnataka,Rice,Rabi,2019,240.83,601.92
Karnataka,Maize,Kharif,2018,777.42,2375.65
Maharashtra,Cotton,Kharif,2021,410.79,1416.04
Maharashtra,Wheat,Rabi,2022,95.43,466.45
Punjab,Wheat,Kharif,2018,665.13,2341.89
Punjab,Maize,Kharif,2018,51.0,172.9
Tamil Nadu,Rice,Kharif,2019,871.02,2365.05
Punjab,Rice,Rabi,2020,786.64,3580.94
Tamil Nadu,Rice,Rabi,2021,138.53,383.26
Karnataka,Cotton,Kharif,2019,494.19,1230.27
Punjab,Rice,Kharif,2019,190.15,448.35
Maharashtra,Maize,Kharif,2020,946.96,3593.49
